"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
589,"Germany","Male",34,2,90791.96,1,1,0,51702.58,0
559,"Spain","Female",47,6,0,1,0,0,135083.31,1
669,"France","Male",32,0,120530.13,1,1,0,105305.72,0
729,"France","Female",36,4,0,2,0,1,121311.12,0
696,"Germany","Female",46,8,116622.57,2,0,0,79623.69,1
663,"France","Male",39,2,0,2,1,0,76679.6,0
726,"Spain","Female",69,9,171646.76,1,1,1,100538.8,0
731,"Spain","Male",38,7,0,2,1,1,88604.89,0
633,"France","Female",26,8,0,2,1,0,175544.04,0
703,"Spain","Female",22,7,122311.39,1,0,0,199357.24,1
671,"Germany","Female",50,8,175095.57,1,1,1,72876.85,1
662,"Germany","Male",45,8,117020.08,1,0,1,93795.86,0
584,"Spain","Female",50,1,0,1,1,1,152567.75,0
512,"France","Male",25,2,0,1,1,0,76515.79,0
543,"France","Male",49,7,0,2,0,1,78858.07,0
663,"Spain","Female",41,8,0,2,0,1,172576.62,0
632,"France","Male",34,6,81818.34,1,0,1,135034.57,0
731,"France","Male",43,7,0,3,1,0,74415.79,1
468,"France","Male",33,2,0,2,1,1,133537.53,0
704,"Spain","Female",32,8,141541.25,2,1,0,66013.27,0
614,"France","Female",40,3,106511.85,1,1,0,55072.32,0
754,"Spain","Female",33,5,92659.6,1,0,0,193008.71,0
570,"France","Male",36,1,142644.64,2,0,0,121840.2,0
731,"Spain","Female",36,5,0,2,1,0,152128.36,0
562,"France","Male",29,4,0,2,1,0,74854.97,0
594,"Spain","Male",47,8,113882.31,2,1,0,40893.61,0
560,"Spain","Female",57,6,0,1,1,0,61230.83,1
637,"Spain","Male",31,3,109974.89,2,0,0,63693.8,0
644,"France","Male",46,6,0,2,1,1,16957.45,0
616,"France","Female",31,2,0,1,1,0,123715.83,0
634,"Spain","Female",79,7,0,2,1,1,161579.85,0
619,"France","Female",32,10,0,1,1,1,145524.36,0
789,"Spain","Female",48,6,146547.78,1,0,1,59601.15,0
696,"Germany","Female",25,3,144848.29,1,0,1,132702.34,1
697,"France","Male",40,8,0,2,1,1,75832.1,0
670,"Spain","Male",42,9,0,2,1,0,117036.08,0
663,"France","Male",24,3,0,1,1,0,44099.75,1
602,"France","Male",28,3,0,1,0,0,129948.6,0
668,"France","Female",27,8,127471.56,1,1,1,152916.05,1
637,"France","Female",39,3,124978.54,1,1,0,166476.55,1
551,"France","Female",40,2,0,2,1,0,140137.18,0
667,"France","Female",40,8,117020.08,1,1,1,51387.1,1
682,"France","Male",41,4,0,2,1,0,83611.85,0
609,"France","Male",40,6,109848.6,1,0,0,77216.48,0
648,"France","Male",41,1,141535.52,2,1,1,149814.68,0
731,"Spain","Female",33,8,0,1,0,0,127569.8,0
609,"France","Male",40,8,0,2,1,1,164965.11,0
662,"France","Male",44,7,0,2,1,1,175314.87,0
523,"Germany","Male",39,0,119276.31,1,0,0,122284.38,0
684,"Spain","Male",51,7,0,2,0,1,110114.64,0
561,"France","Female",34,1,0,2,0,1,152298.28,0
633,"France","Female",35,4,0,2,1,0,102260.81,0
639,"France","Male",40,7,94416.78,1,0,1,14379.01,0
554,"France","Male",40,9,0,1,1,0,82916.29,1
565,"Germany","Female",52,1,106947.26,1,1,0,131736.31,1
649,"Spain","Male",47,0,0,2,1,0,113645.4,0
612,"Germany","Female",48,3,116936.81,1,1,0,104379.36,1
593,"France","Male",34,1,0,2,1,0,75837.58,0
656,"France","Male",44,1,122338.31,1,1,1,151871.84,0
703,"France","Male",31,9,63227,2,1,1,137316.32,0
620,"Germany","Male",62,9,143350.61,1,1,1,81492.33,0
748,"France","Female",56,2,0,1,1,1,138882.28,1
707,"Germany","Male",40,4,107594.15,2,1,0,120107.1,0
601,"France","Male",29,7,0,2,0,0,59249.81,0
634,"France","Female",44,2,0,1,0,0,145560.98,1
619,"France","Female",38,1,120828.51,1,1,1,90876.75,0
821,"France","Female",40,1,0,1,1,0,194273.12,1
638,"France","Female",32,9,168964.51,1,1,0,88659.63,0
433,"Spain","Male",27,2,0,2,0,1,153698.65,0
656,"Spain","Male",38,0,103257.14,1,0,1,158344.63,0
850,"Spain","Male",26,1,0,2,0,0,186826.22,0
585,"Spain","Male",33,8,0,2,1,1,180800.42,0
594,"France","Female",31,1,0,2,0,1,179835.58,0
633,"France","Male",37,1,0,1,1,0,181449.74,0
686,"Spain","Female",42,7,0,2,1,1,114858.28,0
593,"Spain","Female",38,7,130231.8,2,0,0,121124.53,0
628,"Spain","Male",57,4,0,2,1,1,123437.05,0
683,"France","Male",30,8,110829.52,2,1,1,24938.84,0
653,"France","Female",38,8,112773.73,2,1,1,119903.2,0
645,"France","Female",36,2,0,2,0,0,143617.83,0
530,"France","Male",26,2,0,2,0,0,171702.72,0
652,"Germany","Male",47,10,117992.59,3,1,0,57558.95,1
512,"Spain","Female",47,9,0,2,1,0,176774.54,0
637,"France","Male",43,3,0,2,1,0,121408.55,0
731,"France","Male",36,7,0,2,1,1,183492.9,0
757,"Spain","Female",52,2,0,1,1,0,105760.02,1
644,"Germany","Female",59,6,142400.28,1,1,1,146700.28,1
733,"France","Male",47,10,0,1,1,0,130189.53,1
721,"Spain","Male",41,3,0,2,1,1,88827.67,0
773,"Spain","Female",40,9,0,2,1,0,90977.48,0
712,"France","Male",43,9,0,1,1,0,103783.38,1
564,"France","Male",31,3,0,2,1,1,87060.77,0
686,"France","Female",34,2,97445.49,2,1,0,122823.34,0
637,"Spain","Female",37,2,141573.55,1,1,1,157891.11,0
545,"Germany","Male",30,5,127758.09,1,0,0,121894.31,0
657,"Spain","Female",35,9,144895.04,2,0,1,157527.6,0
587,"Germany","Male",38,9,173892.08,2,1,1,91947.74,0
641,"France","Male",35,7,0,2,1,1,196371.13,0
656,"Spain","Male",30,1,0,2,1,0,93816.39,0
531,"France","Male",31,8,0,2,1,1,6922.3,0
735,"France","Male",29,8,0,1,0,1,179655.87,0
755,"France","Male",39,8,0,2,1,1,21859.06,0
567,"France","Female",67,7,114939.67,1,1,1,123663.63,0
648,"France","Male",39,8,0,1,1,1,165038.51,0
577,"Germany","Female",40,7,115029.02,2,1,1,145700.66,0
591,"France","Male",43,8,0,2,0,0,42392.24,1
744,"France","Female",45,3,0,2,0,0,129826.89,0
530,"Spain","Male",27,9,106301.85,1,1,0,121894.31,0
718,"France","Female",29,5,0,2,1,0,93956.83,0
645,"France","Male",40,4,88827.88,2,1,0,136914.07,0
511,"Spain","Female",66,9,0,1,0,1,1643.11,0
708,"Spain","Female",58,1,0,1,0,1,143960.72,1
687,"France","Male",27,7,0,1,1,0,26848.25,0
685,"Spain","Male",28,3,106418.39,2,1,0,146090.98,0
796,"Spain","Male",51,2,0,2,0,1,194733.28,0
696,"Spain","Female",36,8,0,1,1,0,191417.42,1
695,"Germany","Male",39,7,129855.72,2,0,1,170950.49,0
667,"France","Female",26,0,0,2,1,0,54945.54,0
689,"Spain","Male",38,8,75893.11,1,0,1,142839.71,0
521,"France","Female",33,0,0,2,0,1,71159.12,0
715,"France","Male",32,5,0,2,1,1,121840.6,0
597,"Germany","Female",51,1,143637.58,1,1,0,91346.03,1
543,"Spain","Male",33,4,0,2,1,0,152992.04,0
579,"France","Female",39,5,0,2,0,1,39891.84,0
675,"France","Male",36,1,0,2,1,1,19302.78,0
539,"France","Female",24,3,0,2,1,0,198161.07,0
549,"France","Female",43,2,0,1,1,1,182692.8,1
708,"Spain","Male",40,5,0,2,1,1,175843.53,0
516,"Spain","Male",31,8,0,1,1,1,131473.31,0
524,"France","Male",38,2,0,2,1,1,160607.06,0
753,"Germany","Male",30,4,110824.52,1,0,1,57896.27,1
720,"France","Male",44,2,0,2,1,0,163471.01,0
535,"Germany","Male",44,9,91893.8,1,1,0,164822.36,1
717,"France","Male",53,6,0,2,1,1,97614.87,0
803,"France","Male",31,1,0,2,1,0,125979.36,0
640,"Germany","Female",33,10,138335.96,1,1,1,80483.76,0
411,"France","Female",39,3,0,2,0,1,93826.63,0
576,"France","Female",31,7,0,2,1,1,149575.63,0
798,"France","Female",28,4,111723.08,1,0,1,83478.12,0
696,"France","Female",24,5,0,2,1,1,100919.19,0
652,"France","Male",39,1,0,1,1,1,160968.96,1
671,"France","Female",31,5,0,2,1,0,175820.91,0
571,"France","Female",42,1,104783.81,1,1,0,179657.83,1
521,"Spain","Male",50,9,0,3,1,0,129569.23,1
741,"Germany","Male",39,6,161766.81,2,1,0,116427.67,0
707,"France","Male",57,7,92053,1,1,1,164064.44,0
751,"France","Female",39,9,0,1,1,0,152417.79,0
659,"France","Male",31,4,0,1,1,0,78899.04,0
569,"France","Female",52,1,0,1,1,1,80190.36,0
606,"France","Female",29,9,79340.95,1,1,0,153014.44,1
668,"Germany","Female",41,8,123082.83,1,1,1,161039.15,0
600,"France","Female",27,6,145537.21,1,0,1,172031.22,0
592,"France","Male",32,6,0,2,1,1,125962.02,0
850,"Germany","Male",34,1,0,2,1,1,171706.66,0
706,"Germany","Male",35,1,143061.88,1,1,0,116052.92,0
553,"France","Male",66,6,0,2,1,1,91829.28,0
653,"Germany","Female",32,8,40172.91,1,1,0,137439.34,1
649,"France","Male",36,2,141786.91,2,1,1,93783.09,0
606,"France","Male",41,4,0,2,1,0,130177.9,0
763,"France","Male",31,7,142663.46,1,1,1,85890.75,0
645,"France","Male",35,0,80780.23,1,1,1,186785.01,0
665,"France","Male",22,8,137300.23,1,1,0,90174.83,0
614,"Germany","Female",40,2,122552.34,1,1,1,175894.24,0
787,"Germany","Male",41,0,92895.56,1,1,0,64477.25,1
590,"France","Female",39,1,0,2,1,1,99661.46,0
726,"France","Male",34,2,0,2,0,1,19262.09,0
585,"France","Female",42,4,0,1,1,0,115217.69,0
745,"Germany","Male",28,4,123067.18,2,0,1,96826,0
682,"France","Male",34,8,0,2,0,1,38190.78,0
528,"Germany","Male",36,2,102395.79,2,0,1,134589.58,0
663,"France","Male",34,4,0,2,1,1,123969.64,0
611,"Spain","Female",35,4,0,2,1,0,141807.06,0
619,"Spain","Male",34,3,0,2,1,0,164975.84,0
583,"Germany","Male",58,7,107978.4,1,0,0,43852.05,1
665,"Spain","Male",46,2,0,2,1,1,5669.31,0
745,"France","Male",40,10,0,1,0,1,60416.76,0
705,"Spain","Male",46,8,84712.61,2,1,0,181429.98,1
585,"Spain","Male",34,4,0,2,0,1,59864.96,0
710,"France","Male",31,8,0,1,1,1,28407.4,0
635,"Germany","Female",31,2,134237.07,2,1,0,166423.66,0
641,"France","Male",37,4,116674.48,3,1,0,48378.4,1
665,"France","Male",38,7,0,2,1,1,94845.45,0
691,"Spain","Female",29,8,109153.96,1,1,0,148848.76,0
547,"France","Female",30,3,0,2,1,1,130590.35,0
613,"Germany","Male",48,6,131563.88,1,1,1,75832.73,1
629,"Germany","Male",28,8,108601,1,1,1,119647.7,1
710,"France","Female",34,2,0,2,1,0,97794.71,0
577,"France","Female",30,2,0,1,1,1,199527.34,0
611,"Spain","Male",60,3,0,1,1,1,74851.29,0
749,"France","Male",56,5,0,2,0,1,60584.33,0
695,"Germany","Male",35,4,139979.04,2,1,0,124592.84,0
668,"Spain","Male",27,4,123826.07,1,0,1,78970.58,0
526,"France","Male",40,5,0,2,1,1,155743.48,0
607,"Spain","Female",30,8,0,2,1,1,125877.22,0
712,"Spain","Female",29,4,0,2,1,1,93820.49,0
682,"France","Male",28,1,0,1,0,0,63736.17,0
683,"France","Female",31,8,0,2,0,1,171647.78,0
561,"France","Male",30,5,0,2,0,0,109496.66,0
683,"Spain","Male",32,4,133489.41,1,1,1,104468.56,0
554,"France","Male",50,2,0,2,0,0,64495.87,1
437,"France","Male",28,4,109161.25,1,0,1,142911.99,1
709,"Spain","Male",54,3,109159.78,1,0,1,136834.2,0
573,"France","Male",33,5,0,2,0,0,140197.42,0
703,"Spain","Female",43,4,172274.01,1,1,0,66462.82,1
593,"France","Male",30,0,109974.79,1,1,1,49815.96,0
711,"Spain","Male",36,6,0,2,1,0,145593.85,0
486,"Germany","Female",31,6,118715.86,1,0,0,133591.11,0
557,"France","Male",31,3,94263.91,2,0,1,168895.06,0
646,"Germany","Male",35,9,121404.64,2,0,0,179621.64,0
705,"France","Male",34,7,0,2,0,0,113581.45,0
529,"France","Female",46,9,137492.35,2,1,0,97734.3,1
710,"France","Male",29,9,0,2,1,1,158535.18,0
653,"Germany","Female",30,3,137059.05,1,1,1,108675.01,0
714,"France","Female",60,6,0,1,1,0,126469.09,1
558,"Spain","Male",36,2,0,1,1,1,195192.4,0
647,"Germany","Female",51,3,119741.77,1,1,0,54926.51,1
708,"France","Male",35,8,0,2,0,1,126726.68,0
703,"Germany","Male",39,6,152685.4,1,1,0,183656.12,0
645,"Spain","Male",38,5,0,2,1,1,161954.43,0
495,"France","Male",41,4,0,1,0,0,172749.65,1
531,"France","Female",39,8,134378.81,1,1,1,102515.56,0
659,"Germany","Male",36,4,132578.92,2,1,0,84320.94,1
595,"Germany","Female",55,9,84903.33,1,0,1,160132.75,1
717,"France","Male",46,7,0,1,0,0,111605.9,0
648,"France","Male",29,9,0,2,1,1,91673.6,0
634,"France","Male",30,8,0,2,1,0,85411.01,0
521,"Spain","Male",42,2,115766.47,1,1,1,5984.4,0
553,"Spain","Male",31,8,102286.1,1,1,0,90537.62,0
554,"Spain","Female",31,9,0,2,1,1,85427.51,0
628,"Germany","Female",58,1,153538.13,3,0,0,110776.01,1
733,"France","Male",24,2,56738.47,2,1,1,182775.08,0
565,"Spain","Male",41,8,0,2,0,0,80963.92,0
627,"Germany","Male",39,2,125189.71,2,1,1,113713.14,0
628,"France","Female",29,8,0,2,1,1,144849.1,0
641,"Spain","Male",29,2,0,2,1,1,92865.24,0
653,"France","Female",45,8,0,1,1,0,84872.66,1
649,"Spain","Female",49,1,0,1,1,0,84863.85,1
850,"Germany","Male",47,3,151764.96,1,1,1,140075.55,1
629,"France","Male",44,7,0,2,1,1,67611.36,0
676,"France","Male",29,5,0,2,1,1,185555.71,0
785,"France","Female",49,4,0,1,1,0,134964.85,0
619,"Spain","Male",30,9,0,1,1,1,160548.12,1
592,"Spain","Male",39,0,122524.61,2,1,0,88463.63,0
744,"Spain","Male",42,4,0,2,0,0,82422.97,0
683,"Germany","Female",39,4,145081.58,2,1,0,74850.92,0
606,"France","Male",28,7,0,2,1,1,176763.27,0
744,"Germany","Female",52,6,116968.68,1,1,0,56905.18,1
572,"France","Male",33,1,0,1,1,1,113171.61,0
771,"France","Male",32,8,62321.62,1,1,1,40920.59,0
661,"France","Male",37,3,0,1,0,1,82522.61,0
710,"France","Female",53,8,0,1,0,0,168816.22,1
522,"Spain","Female",31,1,123087.76,1,1,1,169802.73,1
595,"Germany","Female",25,4,106570.34,2,1,1,177025.79,0
425,"France","Male",22,10,169649.73,1,1,0,136365,0
717,"France","Male",46,8,0,2,1,1,127413,0
612,"France","Female",45,7,0,2,1,1,99645.04,0
733,"Spain","Female",39,5,0,2,1,1,7666.73,0
646,"France","Female",43,7,0,2,1,0,91560.63,0
682,"France","Male",29,5,126817.65,1,1,0,97468.44,0
613,"France","Female",71,2,0,1,0,0,138350.74,1
790,"Germany","Female",37,3,118628.8,1,1,0,35337.31,1
745,"France","Male",31,6,109472.47,1,1,1,141359.11,0
699,"France","Female",38,9,0,1,1,1,9983.4,1
658,"Germany","Female",36,1,128644.46,1,0,0,198398.68,0
682,"France","Male",33,5,0,2,1,0,152417.97,0
627,"France","Male",34,10,77599.23,1,1,0,158024.1,0
598,"Spain","Male",41,1,0,1,1,0,141872.05,0
774,"Germany","Male",43,10,150685.79,1,1,1,70774.36,0
709,"Spain","Female",51,2,0,1,1,1,24207.9,0
516,"France","Female",37,5,115462.02,1,1,1,173486.01,0
473,"Germany","Female",25,7,137482.14,1,1,0,109632.55,0
613,"France","Male",49,6,146034.74,1,1,1,77146.14,0
656,"France","Male",36,8,0,2,1,1,146810.46,0
592,"France","Male",36,6,0,2,1,0,176894.87,0
596,"France","Female",44,6,0,2,1,0,70954.65,0
682,"Germany","Male",37,2,125584.17,2,1,0,125962.02,0
553,"Spain","Male",45,6,0,1,1,0,183487.98,1
794,"France","Male",35,3,0,2,0,1,149614.8,0
663,"France","Male",36,3,0,2,0,1,136349.55,0
512,"France","Male",37,6,121173.05,1,1,0,171575.54,0
651,"France","Female",35,1,0,2,1,0,85421,0
731,"France","Female",52,1,0,2,1,0,73464.88,1
586,"Spain","Male",32,9,80262.66,1,0,1,194867.78,0
512,"France","Male",36,6,0,2,1,0,186778.89,0
705,"Germany","Female",41,7,126061.51,1,1,0,123872,0
535,"Germany","Female",35,9,94748.76,2,1,1,72276.24,0
472,"France","Male",19,6,138082.16,1,0,0,3453.4,0
571,"France","Female",32,4,0,2,0,1,77519.62,0
695,"France","Female",32,5,0,2,1,1,43018.82,0
638,"Germany","Female",56,0,161655.51,1,1,1,152054.58,1
695,"Spain","Male",35,4,0,2,0,1,84871.99,0
806,"France","Female",34,6,0,2,0,0,100809.99,0
694,"Germany","Female",58,1,143212.22,2,0,0,102628.56,0
710,"Germany","Male",33,6,135556.95,1,1,1,176712.59,0
632,"Spain","Female",31,9,118812.5,2,1,1,151757.81,0
640,"France","Male",28,9,122449.38,1,1,1,101348.88,0
781,"France","Male",26,1,0,2,1,0,81861.1,0
635,"France","Male",31,5,150900.29,2,0,0,164482.99,0
581,"Germany","Male",46,0,86053.52,2,0,1,137784.25,0
742,"France","Female",35,2,0,2,1,0,96881.32,0
732,"France","Female",41,3,0,1,1,0,90876.95,0
607,"Spain","Female",40,1,125920.98,1,1,1,103318.44,0
729,"Spain","Female",47,7,0,1,1,1,126551.65,1
439,"France","Male",27,6,84903.33,1,1,1,129050.67,0
549,"France","Male",35,9,0,2,0,1,60728.89,0
531,"Germany","Female",43,7,131142.53,1,1,1,169921.11,0
710,"France","Male",37,3,0,2,1,1,28368.37,0
629,"France","Female",32,4,137984.97,1,0,1,94420.5,0
637,"France","Female",32,3,0,2,1,1,197827.06,0
520,"Spain","Male",43,7,104508.77,1,1,1,36202.74,0
682,"Spain","Male",47,8,0,1,1,1,57862.88,0
679,"France","Female",21,8,112543.42,1,1,1,179435.21,0
590,"France","Female",43,5,0,2,1,1,130138.98,0
850,"France","Female",46,2,0,2,1,1,111573.3,0
749,"Germany","Female",23,9,117640.42,2,0,1,101677.46,0
553,"Spain","Male",29,3,127712.73,1,0,0,121406.96,0
695,"France","Female",32,1,95830.43,1,0,0,161668.15,0
479,"France","Female",43,6,0,2,1,0,125870.5,0
670,"Germany","Male",47,10,145988.65,1,0,0,56908.41,1
623,"France","Female",49,0,0,1,0,0,20856.31,1
676,"France","Male",38,9,123817.21,1,1,1,79414.72,0
496,"Spain","Male",33,2,129849.55,1,0,0,106877.51,0
590,"Spain","Female",26,7,0,2,1,1,161815.76,0
528,"Germany","Male",46,9,99816.46,2,0,1,161653.5,1
577,"Germany","Male",36,8,140553.46,1,1,0,61623.19,1
635,"France","Female",42,4,172646.82,1,1,1,116471.43,1
525,"France","Male",23,1,92786.66,2,1,1,178709.98,0
627,"France","Female",27,5,0,2,1,1,181449.74,0
850,"Germany","Female",36,4,123126.29,1,1,0,74425.41,0
592,"Germany","Female",37,4,146084.42,2,1,0,81299.82,0
628,"France","Female",43,2,0,2,1,0,122218.71,0
850,"France","Male",35,2,0,1,1,1,166515.94,0
678,"France","Male",34,7,0,2,1,1,193021.49,0
493,"Germany","Female",22,6,103399.85,1,1,0,150422.81,1
733,"Spain","Female",32,7,90560.41,1,1,0,187900.12,0
562,"France","Male",31,5,101609,1,0,1,132889.52,0
651,"France","Female",41,7,127201.58,1,0,1,89535.64,0
695,"France","Male",22,9,0,1,1,1,25339.6,0
717,"France","Male",58,2,120530.13,1,0,1,48196.99,0
757,"France","Male",51,8,169312.13,1,1,0,110718.02,1
742,"Germany","Female",41,9,122325.56,1,1,0,164064.44,1
705,"Spain","Female",25,2,0,2,0,0,138846.16,0
596,"Spain","Male",38,10,0,2,0,1,66485.26,1
699,"France","Female",43,7,0,2,1,1,57531.71,0
634,"France","Male",31,9,0,2,0,0,62940.61,0
619,"France","Male",33,9,128152.82,1,0,0,147822.81,0
669,"France","Male",31,2,0,2,0,1,134443.24,0
731,"France","Female",35,5,141806.11,1,1,0,74850.97,0
516,"France","Female",37,7,0,2,0,0,172765.4,0
718,"France","Male",28,6,0,2,1,0,146875.86,0
693,"France","Female",33,6,0,2,0,0,140856.95,0
634,"France","Female",32,6,0,2,1,1,176570.55,0
614,"Spain","Male",35,2,0,1,1,0,138526.96,0
566,"France","Male",30,5,0,2,1,1,54926.51,0
579,"Spain","Female",35,6,0,2,1,1,60427.3,0
714,"France","Male",32,1,0,2,1,0,72862.94,0
663,"France","Male",45,2,0,2,1,1,172531.55,0
590,"Germany","Male",33,9,152076.93,1,1,0,121840.2,0
581,"Germany","Male",41,3,103099.17,1,1,1,177519.97,0
705,"France","Male",41,7,0,2,1,1,171770.71,0
579,"France","Female",52,3,0,2,1,1,90877.95,0
731,"Germany","Male",55,2,123835.52,1,1,1,156593.09,1
636,"France","Female",37,8,0,1,1,0,175324.74,1
575,"France","Male",52,2,143569.37,1,1,1,81852.88,1
669,"Germany","Female",46,4,120392.99,1,1,0,177719.88,0
659,"France","Female",56,4,0,1,1,0,132798.78,1
722,"France","Female",40,6,0,2,1,1,152883.95,0
565,"France","Female",35,7,0,2,0,0,97629.25,0
850,"France","Male",43,7,80780.56,1,0,0,156909.87,0
731,"France","Male",37,5,0,1,1,0,88890.69,0
711,"Germany","Female",42,6,139422.37,2,0,0,83910.4,0
704,"France","Male",62,6,113905.48,2,1,0,20276.87,1
638,"France","Male",25,7,0,2,1,0,56642.97,0
751,"France","Male",41,5,0,1,1,0,166425.48,0
512,"Germany","Female",33,5,81542.08,2,1,1,126535.76,0
704,"France","Male",36,8,109106.8,1,0,0,54478.52,0
740,"France","Male",35,5,0,2,1,1,49865.44,0
593,"France","Female",28,10,0,2,0,0,145792.01,0
607,"France","Male",21,3,0,1,1,0,116106.52,0
628,"France","Female",26,7,138306.34,1,1,1,96528,0
575,"France","Male",25,3,146466.46,1,1,0,184350.78,0
727,"France","Female",62,5,146652.01,1,1,1,173586.63,0
705,"Germany","Male",35,9,103033.18,1,1,0,104786.72,0
673,"France","Female",49,1,0,2,0,1,141453.62,0
647,"Spain","Male",37,9,123783.25,2,1,1,134901.57,0
736,"Germany","Male",33,8,145580.56,2,1,0,93736.38,0
675,"Germany","Male",36,10,145555.31,2,1,1,122449.86,0
597,"Germany","Female",46,6,102338.19,2,1,0,159800.16,0
756,"France","Male",42,5,84390.8,2,0,0,102502.5,0
743,"France","Female",33,7,0,2,0,0,111565.45,0
678,"Germany","Male",33,0,138523.11,1,1,0,151647.08,0
748,"France","Male",52,1,111589.45,3,1,1,106835.54,1
637,"France","Male",36,2,0,2,1,1,122373.42,0
645,"France","Female",32,1,0,2,1,1,73883.75,0
699,"France","Male",62,9,0,2,0,0,155870.82,0
615,"France","Male",36,4,0,2,0,0,180862.87,0
637,"Spain","Male",43,7,0,1,0,0,12156.93,1
638,"Spain","Male",36,5,0,1,1,0,79082.62,1
588,"France","Male",35,5,0,2,1,1,65611.01,0
637,"Germany","Female",52,2,116969.85,1,0,0,131501.54,0
629,"Spain","Female",55,9,0,1,1,1,56646.14,1
719,"France","Female",26,2,83716.71,1,0,0,48382.4,0
516,"France","Male",46,7,0,2,1,0,177737.07,0
596,"France","Female",50,4,0,2,1,1,16528.4,0
569,"France","Female",29,5,0,2,1,0,62703.12,0
849,"Germany","Male",40,8,135536.5,1,1,0,109098.39,1
667,"France","Female",41,6,0,1,1,0,94898.5,0
599,"France","Male",32,1,0,1,1,0,136038.98,1
648,"France","Male",39,9,0,1,1,0,133086.45,0
613,"Spain","Male",35,1,0,2,1,0,184842.71,0
632,"France","Male",37,3,154558.25,2,0,0,25684.82,0
544,"Germany","Male",25,6,121702.73,1,1,1,142210.94,0
833,"Germany","Male",41,3,105492.82,1,1,0,78770.37,1
584,"Spain","Male",33,2,0,2,1,0,121538.51,0
678,"France","Female",42,7,0,1,1,0,102908.64,1
594,"France","Male",34,3,0,2,1,0,82696.84,0
766,"France","Female",45,2,0,2,1,0,147184.74,1
566,"France","Male",37,6,0,2,1,0,62830.97,0
627,"France","Female",48,1,0,1,1,0,91936.62,1
673,"France","Male",34,5,102930.92,1,1,1,126565.21,0
625,"France","Male",42,0,0,2,1,1,82558.48,0
607,"Spain","Female",36,8,0,2,0,0,91346.03,1
724,"Spain","Male",41,8,0,2,1,1,180598.32,0
695,"Germany","Female",50,5,126428.38,1,1,0,119439.66,1
635,"Germany","Male",43,3,103391.38,1,1,0,185510.34,1
697,"France","Male",34,2,126558.92,2,1,0,73334.43,0
566,"Germany","Male",40,6,141428.99,2,1,0,68408.74,0
667,"Germany","Male",46,2,117559.98,2,1,0,99398.54,1
581,"France","Male",42,2,0,2,1,0,93584.88,0
671,"France","Female",32,4,137687.77,1,1,0,124749.65,0
652,"France","Male",37,9,0,2,1,1,73857.94,0
792,"Spain","Female",36,5,92140.15,1,0,1,67468.67,0
707,"France","Female",32,7,0,2,0,1,131097.9,0
672,"France","Female",27,6,153195.59,1,1,1,162763.01,0
680,"France","Female",35,1,0,2,1,0,156150.08,0
531,"France","Male",44,3,114590.58,1,1,0,75585.48,0
785,"France","Female",38,2,0,2,0,1,187800.63,0
787,"Spain","Male",37,7,0,1,1,1,101168.9,0
556,"France","Male",21,5,0,1,0,1,81723.8,0
583,"Spain","Female",40,7,0,2,0,0,45038.74,0
651,"Spain","Male",40,4,0,2,0,0,142911.12,1
756,"France","Male",34,9,103133.26,1,1,1,145562.4,0
689,"France","Male",38,7,144553.5,1,1,0,73963.17,0
850,"Germany","Male",37,9,114346.3,1,0,1,980.93,0
635,"Spain","Female",37,3,124776.18,1,1,1,181808.78,0
732,"France","Male",52,8,0,1,1,0,27330.59,1
627,"France","Female",38,1,132005.77,1,1,0,142940.39,0
503,"France","Female",32,0,0,2,0,1,878.87,0
544,"France","Male",34,4,0,2,1,0,152490.99,0
669,"France","Male",27,6,0,2,1,1,114092.93,0
637,"France","Male",35,8,0,2,0,1,120853.83,0
733,"France","Female",46,1,109528.16,1,1,0,119087.19,0
682,"France","Male",55,9,0,1,0,1,1299.27,1
544,"Germany","Male",43,7,81542,1,1,1,156774.85,1
652,"Spain","Female",40,6,81274.89,1,1,1,171344.09,0
583,"France","Male",41,7,0,3,1,0,178393.68,1
645,"France","Female",46,3,0,2,1,0,121409.06,1
638,"Spain","Male",28,9,0,2,1,0,18897.78,0
581,"France","Male",66,3,0,2,1,1,177747.57,0
590,"France","Female",36,2,0,2,0,0,169894.99,0
618,"Spain","Male",41,1,115409.6,1,0,1,136435.75,1
451,"France","Female",33,8,0,2,0,0,184954.11,0
724,"France","Male",46,0,0,2,0,1,29388.02,0
561,"France","Male",40,1,0,2,1,0,129576.99,0
703,"Spain","Male",45,4,0,2,1,0,174918.46,0
807,"France","Female",39,6,125141.24,2,1,1,80190.36,0
675,"France","Female",38,5,0,2,1,0,156048.64,0
711,"Spain","Male",40,1,0,1,1,1,112585.19,0
641,"France","Female",37,5,0,1,1,1,162719.69,0
727,"Spain","Female",29,1,138341.01,2,1,0,142923.58,0
706,"Spain","Male",31,7,131390.55,1,1,1,178087.06,0
648,"Germany","Male",50,2,125845.66,2,1,0,167973.63,0
545,"Spain","Female",62,5,0,2,0,1,141501.46,0
762,"France","Female",40,1,0,2,1,1,5068.62,0
662,"France","Male",29,4,0,2,0,0,169964.15,0
603,"France","Male",40,5,0,2,1,1,121804.64,0
691,"France","Male",45,8,0,2,1,0,173486.45,0
772,"Germany","Female",51,1,143930.92,1,0,1,46675.51,1
762,"France","Male",41,8,0,2,1,1,65612.01,0
